[2026-03-03T20:36:24.805024+00:00] [XRP] WARNING: Kraken Spot = $1.3609 | Coinbase Spot = $1.3583 | Diff = 0.1903%
[2026-03-06T15:59:21.073356+00:00] [ETH] WARNING: Kraken Spot = $1979.7400 | Coinbase Spot = $1976.4050 | Diff = 0.1685%
[2026-03-06T17:28:00.912909+00:00] [ETH] WARNING: Kraken Spot = $1972.8400 | Coinbase Spot = $1969.1550 | Diff = 0.1868%
[2026-03-06T17:28:02.456964+00:00] [ETH] WARNING: Kraken Spot = $1972.8400 | Coinbase Spot = $1969.1550 | Diff = 0.1868%
[2026-03-06T17:28:03.941775+00:00] [ETH] WARNING: Kraken Spot = $1972.8400 | Coinbase Spot = $1969.1550 | Diff = 0.1868%
[2026-03-06T17:28:07.797525+00:00] [SOL] WARNING: Kraken Spot = $84.2900 | Coinbase Spot = $84.1600 | Diff = 0.1542%
[2026-03-06T17:28:09.513990+00:00] [SOL] WARNING: Kraken Spot = $84.2900 | Coinbase Spot = $84.1600 | Diff = 0.1542%
[2026-03-06T17:28:11.285445+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1969.9250 | Diff = 0.3150%
[2026-03-06T17:28:11.464451+00:00] [SOL] WARNING: Kraken Spot = $84.4000 | Coinbase Spot = $84.2300 | Diff = 0.2014%
[2026-03-06T17:28:12.825546+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1969.9250 | Diff = 0.3150%
[2026-03-06T17:28:12.945938+00:00] [SOL] WARNING: Kraken Spot = $84.4000 | Coinbase Spot = $84.2300 | Diff = 0.2014%
[2026-03-06T17:28:14.469442+00:00] [XRP] WARNING: Kraken Spot = $1.3559 | Coinbase Spot = $1.3532 | Diff = 0.2050%
[2026-03-06T17:28:14.566348+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1971.7550 | Diff = 0.2224%
[2026-03-06T17:28:14.857188+00:00] [SOL] WARNING: Kraken Spot = $84.3800 | Coinbase Spot = $84.1600 | Diff = 0.2607%
[2026-03-06T17:28:16.349086+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1971.7550 | Diff = 0.2224%
[2026-03-06T17:28:16.497252+00:00] [SOL] WARNING: Kraken Spot = $84.3800 | Coinbase Spot = $84.1600 | Diff = 0.2607%
[2026-03-06T17:28:17.911251+00:00] [XRP] WARNING: Kraken Spot = $1.3559 | Coinbase Spot = $1.3532 | Diff = 0.2050%
[2026-03-06T17:28:18.125219+00:00] [SOL] WARNING: Kraken Spot = $84.3800 | Coinbase Spot = $84.2300 | Diff = 0.1778%
[2026-03-06T17:28:18.162443+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1969.9250 | Diff = 0.3150%
[2026-03-06T17:28:19.540336+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1969.9250 | Diff = 0.3150%
[2026-03-06T17:28:19.795242+00:00] [SOL] WARNING: Kraken Spot = $84.3800 | Coinbase Spot = $84.2300 | Diff = 0.1778%
[2026-03-06T17:28:21.212880+00:00] [ETH] WARNING: Kraken Spot = $1976.1500 | Coinbase Spot = $1971.7550 | Diff = 0.2224%
[2026-03-06T17:28:21.852732+00:00] [SOL] WARNING: Kraken Spot = $84.3800 | Coinbase Spot = $84.2300 | Diff = 0.1778%
[2026-03-06T17:28:23.682712+00:00] [ETH] WARNING: Kraken Spot = $1976.9500 | Coinbase Spot = $1971.7550 | Diff = 0.2628%
[2026-03-06T17:28:24.980308+00:00] [ETH] WARNING: Kraken Spot = $1976.9500 | Coinbase Spot = $1973.8500 | Diff = 0.1568%
[2026-03-06T17:28:26.705966+00:00] [ETH] WARNING: Kraken Spot = $1976.9500 | Coinbase Spot = $1973.8500 | Diff = 0.1568%
[2026-03-06T17:28:28.202595+00:00] [ETH] WARNING: Kraken Spot = $1976.9500 | Coinbase Spot = $1973.8500 | Diff = 0.1568%
[2026-03-06T19:13:53.190258+00:00] [SOL] WARNING: Kraken Spot = $85.5800 | Coinbase Spot = $85.4350 | Diff = 0.1694%
[2026-03-06T19:13:53.419333+00:00] [SOL] WARNING: Kraken Spot = $85.5800 | Coinbase Spot = $85.4350 | Diff = 0.1694%
[2026-03-06T19:13:54.964585+00:00] [SOL] WARNING: Kraken Spot = $85.5800 | Coinbase Spot = $85.4350 | Diff = 0.1694%
[2026-03-06T19:13:55.307167+00:00] [SOL] WARNING: Kraken Spot = $85.5800 | Coinbase Spot = $85.4350 | Diff = 0.1694%
[2026-03-06T19:13:59.619972+00:00] [SOL] WARNING: Kraken Spot = $85.5800 | Coinbase Spot = $85.4350 | Diff = 0.1694%
[2026-03-06T20:13:00.970990+00:00] [ETH] WARNING: Kraken Spot = $1977.8600 | Coinbase Spot = $1985.8050 | Diff = 0.4017%
[2026-03-06T20:13:00.973360+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:01.060890+00:00] [XRP] WARNING: Kraken Spot = $1.3602 | Coinbase Spot = $1.3628 | Diff = 0.1882%
[2026-03-06T20:13:01.170972+00:00] [BTC] WARNING: Kraken Spot = $68003.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2787%
[2026-03-06T20:13:02.720327+00:00] [ETH] WARNING: Kraken Spot = $1978.4000 | Coinbase Spot = $1985.8050 | Diff = 0.3743%
[2026-03-06T20:13:02.798495+00:00] [XRP] WARNING: Kraken Spot = $1.3602 | Coinbase Spot = $1.3628 | Diff = 0.1882%
[2026-03-06T20:13:02.806367+00:00] [BTC] WARNING: Kraken Spot = $68003.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2787%
[2026-03-06T20:13:03.184108+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:04.713157+00:00] [XRP] WARNING: Kraken Spot = $1.3602 | Coinbase Spot = $1.3628 | Diff = 0.1882%
[2026-03-06T20:13:04.724380+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:04.758994+00:00] [BTC] WARNING: Kraken Spot = $68003.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2787%
[2026-03-06T20:13:04.764856+00:00] [ETH] WARNING: Kraken Spot = $1977.9300 | Coinbase Spot = $1985.8050 | Diff = 0.3981%
[2026-03-06T20:13:06.338562+00:00] [XRP] WARNING: Kraken Spot = $1.3602 | Coinbase Spot = $1.3628 | Diff = 0.1882%
[2026-03-06T20:13:06.374788+00:00] [ETH] WARNING: Kraken Spot = $1977.9300 | Coinbase Spot = $1985.8050 | Diff = 0.3981%
[2026-03-06T20:13:06.445808+00:00] [BTC] WARNING: Kraken Spot = $68003.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2787%
[2026-03-06T20:13:06.562611+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:08.092877+00:00] [ETH] WARNING: Kraken Spot = $1978.1800 | Coinbase Spot = $1985.8050 | Diff = 0.3855%
[2026-03-06T20:13:08.116646+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:08.310198+00:00] [BTC] WARNING: Kraken Spot = $68003.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2787%
[2026-03-06T20:13:08.509498+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1742%
[2026-03-06T20:13:10.159992+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:10.183060+00:00] [SOL] WARNING: Kraken Spot = $85.0400 | Coinbase Spot = $85.3350 | Diff = 0.3469%
[2026-03-06T20:13:10.405142+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1742%
[2026-03-06T20:13:10.649808+00:00] [ETH] WARNING: Kraken Spot = $1978.1800 | Coinbase Spot = $1985.8050 | Diff = 0.3855%
[2026-03-06T20:13:12.184278+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:12.274844+00:00] [ETH] WARNING: Kraken Spot = $1978.1800 | Coinbase Spot = $1985.8050 | Diff = 0.3855%
[2026-03-06T20:13:12.336529+00:00] [SOL] WARNING: Kraken Spot = $85.0400 | Coinbase Spot = $85.3350 | Diff = 0.3469%
[2026-03-06T20:13:12.408283+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1742%
[2026-03-06T20:13:13.975231+00:00] [SOL] WARNING: Kraken Spot = $85.0400 | Coinbase Spot = $85.3350 | Diff = 0.3469%
[2026-03-06T20:13:14.149050+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1742%
[2026-03-06T20:13:14.189504+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:14.229867+00:00] [ETH] WARNING: Kraken Spot = $1978.1800 | Coinbase Spot = $1985.8050 | Diff = 0.3855%
[2026-03-06T20:13:15.772823+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:15.786486+00:00] [ETH] WARNING: Kraken Spot = $1978.1800 | Coinbase Spot = $1985.8050 | Diff = 0.3855%
[2026-03-06T20:13:15.814192+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:15.850478+00:00] [SOL] WARNING: Kraken Spot = $85.0400 | Coinbase Spot = $85.3350 | Diff = 0.3469%
[2026-03-06T20:13:17.329951+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:17.490168+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:17.500990+00:00] [SOL] WARNING: Kraken Spot = $85.0400 | Coinbase Spot = $85.3350 | Diff = 0.3469%
[2026-03-06T20:13:17.564913+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:19.063790+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:19.144471+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:19.202641+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:19.317460+00:00] [BTC] WARNING: Kraken Spot = $68002.4000 | Coinbase Spot = $68192.5150 | Diff = 0.2796%
[2026-03-06T20:13:20.785721+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:21.109401+00:00] [BTC] WARNING: Kraken Spot = $68002.4000 | Coinbase Spot = $68192.5150 | Diff = 0.2796%
[2026-03-06T20:13:21.242677+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:21.249953+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:22.766662+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:22.773187+00:00] [BTC] WARNING: Kraken Spot = $68002.4000 | Coinbase Spot = $68192.5150 | Diff = 0.2796%
[2026-03-06T20:13:22.859282+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:23.325676+00:00] [SOL] WARNING: Kraken Spot = $85.0700 | Coinbase Spot = $85.3350 | Diff = 0.3115%
[2026-03-06T20:13:24.780108+00:00] [BTC] WARNING: Kraken Spot = $68002.4000 | Coinbase Spot = $68192.5150 | Diff = 0.2796%
[2026-03-06T20:13:24.782651+00:00] [SOL] WARNING: Kraken Spot = $85.0700 | Coinbase Spot = $85.3350 | Diff = 0.3115%
[2026-03-06T20:13:24.937854+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:25.213399+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:26.783340+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:26.813607+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:26.859267+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:26.897207+00:00] [SOL] WARNING: Kraken Spot = $85.0700 | Coinbase Spot = $85.3350 | Diff = 0.3115%
[2026-03-06T20:13:28.531142+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:28.542092+00:00] [SOL] WARNING: Kraken Spot = $85.0700 | Coinbase Spot = $85.3350 | Diff = 0.3115%
[2026-03-06T20:13:28.553974+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:28.590338+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:30.110614+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:30.328366+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:30.379598+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:30.516141+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:32.045344+00:00] [SOL] WARNING: Kraken Spot = $85.0600 | Coinbase Spot = $85.3350 | Diff = 0.3233%
[2026-03-06T20:13:32.048642+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:32.182797+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:32.299371+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:33.844451+00:00] [BTC] WARNING: Kraken Spot = $68002.3000 | Coinbase Spot = $68192.5150 | Diff = 0.2797%
[2026-03-06T20:13:34.095733+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:34.121955+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:34.332289+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:35.820344+00:00] [BTC] WARNING: Kraken Spot = $68000.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2830%
[2026-03-06T20:13:35.854126+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:35.909629+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:36.177843+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:36.251585+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:36.253550+00:00] [BTC] WARNING: Kraken Spot = $68000.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2831%
[2026-03-06T20:13:36.618330+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:36.725217+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:38.276445+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:38.316376+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:38.324711+00:00] [BTC] WARNING: Kraken Spot = $68000.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2831%
[2026-03-06T20:13:38.350128+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:38.534971+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:38.549760+00:00] [BTC] WARNING: Kraken Spot = $68000.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2831%
[2026-03-06T20:13:38.578333+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:38.713494+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:40.394510+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:40.406126+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:40.437288+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:40.447334+00:00] [BTC] WARNING: Kraken Spot = $68000.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2831%
[2026-03-06T20:13:40.631142+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:40.667372+00:00] [BTC] WARNING: Kraken Spot = $68000.0000 | Coinbase Spot = $68192.5150 | Diff = 0.2831%
[2026-03-06T20:13:40.811168+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:40.848887+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:42.386058+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:42.470381+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:42.513174+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:42.539797+00:00] [BTC] WARNING: Kraken Spot = $68000.2000 | Coinbase Spot = $68192.5150 | Diff = 0.2828%
[2026-03-06T20:13:42.641426+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:42.758677+00:00] [BTC] WARNING: Kraken Spot = $68000.2000 | Coinbase Spot = $68192.5150 | Diff = 0.2828%
[2026-03-06T20:13:42.759705+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:43.056176+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:44.597355+00:00] [BTC] WARNING: Kraken Spot = $68000.2000 | Coinbase Spot = $68192.5150 | Diff = 0.2828%
[2026-03-06T20:13:44.602410+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:44.847702+00:00] [BTC] WARNING: Kraken Spot = $68000.2000 | Coinbase Spot = $68192.5150 | Diff = 0.2828%
[2026-03-06T20:13:44.885973+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:45.009122+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:45.012709+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:45.351595+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:45.364599+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:46.920266+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:46.940514+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:46.952196+00:00] [BTC] WARNING: Kraken Spot = $68000.2000 | Coinbase Spot = $68192.5150 | Diff = 0.2828%
[2026-03-06T20:13:46.999296+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:47.323520+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:47.383970+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:47.406740+00:00] [BTC] WARNING: Kraken Spot = $68000.2000 | Coinbase Spot = $68192.5150 | Diff = 0.2828%
[2026-03-06T20:13:47.425615+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:48.912530+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:48.921481+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:49.033284+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:49.235878+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:49.287507+00:00] [XRP] WARNING: Kraken Spot = $1.3604 | Coinbase Spot = $1.3628 | Diff = 0.1786%
[2026-03-06T20:13:49.344758+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:49.347951+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:49.465177+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:50.964850+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:50.995098+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:51.121210+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:13:51.125902+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:51.349483+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:51.424775+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:13:51.472022+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:51.485586+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:53.036759+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:53.049215+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:13:53.179072+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:53.277961+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:53.476349+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:53.483948+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:53.513663+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:13:53.717287+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:55.222469+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:13:55.351069+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:55.494330+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:55.547375+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:13:55.664984+00:00] [SOL] WARNING: Kraken Spot = $85.0800 | Coinbase Spot = $85.3350 | Diff = 0.2997%
[2026-03-06T20:13:55.756805+00:00] [BTC] WARNING: Kraken Spot = $68003.1000 | Coinbase Spot = $68192.5150 | Diff = 0.2785%
[2026-03-06T20:13:55.804775+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:56.194344+00:00] [ETH] WARNING: Kraken Spot = $1977.9600 | Coinbase Spot = $1985.8050 | Diff = 0.3966%
[2026-03-06T20:13:57.757251+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
